id,Churn,genero,tiene_mas_60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensual,total_cobrado,cuentas_diarias
4712-UYOOI,No,Femenino,No,Si,Si,20,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.0,417.65,0.6666666666666666
4713-LZDRV,Si,Femenino,Si,No,No,2,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,79.6,195.05,2.6533333333333333
4713-ZBURT,No,Masculino,No,No,Si,45,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Bienal,No,Transferencia bancaria (automática),99.7,4634.35,3.3233333333333333
4716-HHKQH,No,Masculino,Si,Si,No,20,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Mensual,No,Cheque electrónico,107.05,2172.05,3.5683333333333334
4716-MRVEN,No,Femenino,No,No,No,29,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.0,599.3,0.6666666666666666
4717-GHADL,No,Femenino,No,No,No,50,Si,Si,DSL,No,Si,No,Si,Si,Si,Bienal,Si,Cheque enviado por correo,79.6,4024.2,2.6533333333333333
4718-DHSMV,No,Femenino,No,No,No,11,No,Sin servicio de teléfono,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque enviado por correo,35.8,363.15,1.1933333333333331
4718-WXBGI,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),91.95,6614.9,3.065
4719-UMSIY,No,Masculino,No,No,Si,6,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.65,100.9,0.6549999999999999
4720-VSTSI,Si,Femenino,No,No,No,44,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Transferencia bancaria (automática),84.8,3862.55,2.8266666666666667
4723-BEGSG,No,Masculino,No,Si,No,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),86.65,6094.25,2.8883333333333336
4724-WXVWF,No,Masculino,No,No,No,48,Si,Si,Fibra óptica,Si,No,No,Si,No,Si,Mensual,Si,Cheque electrónico,95.4,4445.3,3.18
4726-DLWQN,No,Masculino,Si,No,No,50,Si,Si,DSL,Si,Si,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),70.35,3454.6,2.3449999999999998
4727-MCYZG,No,Masculino,No,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mensual,No,Cheque enviado por correo,55.55,55.55,1.8516666666666666
4729-XKASR,Si,Masculino,No,No,Si,1,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,24.75,24.75,0.825
4730-AWNAU,No,Masculino,No,Si,Si,36,No,Sin servicio de teléfono,DSL,Si,No,Si,Si,Si,Si,Anual,No,Tarjeta de crédito (automático),60.7,2234.55,2.0233333333333334
4732-RRJZC,No,Masculino,No,Si,Si,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.25,144.35,0.675
4735-ASGMA,Si,Masculino,No,No,No,26,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,98.35,2515.3,3.2783333333333333
4735-BJKOU,No,Femenino,No,No,No,40,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.15,804.85,0.6716666666666666
4737-AQCPU,No,Masculino,No,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Bienal,No,Tarjeta de crédito (automático),72.1,5016.65,2.4033333333333333
4737-HOBAX,No,Masculino,No,Si,No,63,Si,Si,DSL,No,No,Si,Si,Si,Si,Bienal,No,Tarjeta de crédito (automático),79.8,5034.05,2.6599999999999997
4741-WWJQZ,No,Femenino,No,Si,No,2,Si,No,Fibra óptica,Si,No,No,Si,No,No,Mensual,Si,Cheque electrónico,80.15,194.55,2.671666666666667
4742-DRORA,No,Masculino,No,Si,Si,60,Si,Si,Fibra óptica,Si,No,Si,No,Si,No,Anual,Si,Transferencia bancaria (automática),95.4,5812.0,3.18
4742-TXUEX,No,Femenino,No,Si,Si,47,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),19.3,890.5,0.6433333333333333
4745-LSPLO,Si,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.5,20.5,0.6833333333333333
4747-LCAQL,No,Masculino,No,No,No,25,Si,No,DSL,Si,Si,No,Si,Si,Si,Mensual,Si,Cheque enviado por correo,79.0,1902.0,2.6333333333333333
4749-OJKQU,No,Femenino,No,No,No,4,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,75.65,302.35,2.521666666666667
4749-VFKVB,Si,Femenino,No,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque enviado por correo,50.1,50.1,1.6700000000000002
4750-UKWJK,No,Femenino,Si,Si,No,37,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.6,727.8,0.6533333333333334
4750-ZRXIU,Si,Femenino,Si,No,No,4,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.6,360.1,2.82
4751-ERMAN,No,Masculino,No,Si,Si,72,Si,No,DSL,No,Si,Si,No,Si,Si,Bienal,Si,Transferencia bancaria (automática),75.4,5480.25,2.5133333333333336
4753-PADAS,No,Femenino,No,Si,No,67,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automática),105.7,6816.95,3.5233333333333334
4759-PXTAN,No,Femenino,No,Si,No,59,Si,Si,DSL,No,Si,No,Si,Si,Si,Anual,Si,Cheque electrónico,80.1,4693.2,2.67
4759-TRPLW,Si,Masculino,No,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.4,70.4,2.3466666666666667
4760-THGOT,No,Femenino,No,Si,No,43,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,94.1,4107.3,3.1366666666666663
4760-XOHVN,Si,Femenino,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.45,19.45,0.6483333333333333
4763-PGDPO,Si,Femenino,No,No,No,4,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,70.4,281.0,2.3466666666666667
4765-OXPPD,Si,Femenino,No,Si,Si,9,Si,No,DSL,Si,Si,Si,Si,No,No,Mensual,No,Cheque enviado por correo,65.0,663.05,2.1666666666666665
4767-HZZHQ,No,Masculino,No,Si,Si,30,Si,No,Fibra óptica,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automática),82.05,2570.2,2.735
4770-QAZXN,No,Femenino,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),19.45,232.1,0.6483333333333333
4770-UEZOX,No,Masculino,No,No,No,2,Si,No,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,74.75,144.8,2.4916666666666667
4774-HHGGS,No,Masculino,No,Si,No,30,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.05,637.55,0.635
4776-XSKYQ,No,Femenino,No,Si,Si,12,No,Sin servicio de teléfono,DSL,No,No,No,Si,No,No,Anual,No,Tarjeta de crédito (automático),30.25,368.85,1.0083333333333333
4778-IZARL,No,Masculino,No,Si,No,63,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),110.1,6705.7,3.67
4779-ZGICK,No,Masculino,No,Si,Si,48,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,23.55,1173.35,0.785
4781-ZXYGU,No,Masculino,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Transferencia bancaria (automática),20.15,20.15,0.6716666666666666
4782-OSFXZ,No,Femenino,Si,Si,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,Bienal,Si,Transferencia bancaria (automática),82.7,5831.2,2.756666666666667
4785-FCIFB,No,Femenino,No,Si,No,61,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,24.4,1417.9,0.8133333333333332
4785-NKHCX,No,Masculino,Si,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),20.05,94.15,0.6683333333333333
4785-QRJHC,Si,Masculino,Si,Si,No,46,No,Sin servicio de teléfono,DSL,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),59.9,2816.65,1.9966666666666666
4786-UKSNZ,Si,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.2,20.2,0.6733333333333333
4789-KWMXN,Si,Masculino,No,Si,No,47,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Anual,Si,Tarjeta de crédito (automático),110.85,5275.8,3.695
4791-QRGMF,Si,Masculino,No,Si,No,59,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automática),99.5,5961.1,3.316666666666667
4795-KTRTH,Si,Femenino,Si,Si,No,5,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,81.0,371.65,2.7
4795-UXVCJ,No,Masculino,No,No,No,26,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Tarjeta de crédito (automático),19.8,457.3,0.66
4795-WRNVT,No,Femenino,No,No,No,40,Si,No,DSL,Si,Si,No,No,Si,No,Mensual,No,Cheque enviado por correo,65.1,2586.0,2.17
4797-AXPXK,Si,Femenino,No,No,Si,1,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,Si,Cheque electrónico,60.0,60.0,2.0
4797-MIWUM,No,Masculino,No,Si,Si,7,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Transferencia bancaria (automática),20.25,174.7,0.675
4800-CZMPC,Si,Femenino,No,Si,Si,48,Si,Si,Fibra óptica,Si,Si,No,No,Si,Si,Anual,Si,Tarjeta de crédito (automático),103.25,5037.55,3.441666666666667
4800-VHZKI,Si,Femenino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque enviado por correo,19.9,19.9,0.6633333333333333
4801-JZAZL,No,Femenino,No,Si,Si,11,No,Sin servicio de teléfono,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,29.6,346.45,0.9866666666666667
4801-KFYKL,No,Masculino,No,No,Si,8,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),19.45,159.2,0.6483333333333333
4803-AXVYP,Si,Femenino,Si,No,No,38,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electrónico,99.55,3734.25,3.3183333333333334
4803-LBYPN,No,Masculino,No,Si,Si,34,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.8,635.9,0.6933333333333334
4804-NCPET,No,Masculino,No,Si,Si,19,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.2,387.4,0.6733333333333333
4806-DXQCE,No,Femenino,Si,Si,No,70,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Bienal,Si,Cheque electrónico,113.65,7714.65,3.7883333333333336
4806-HIPDW,Si,Femenino,No,Si,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,68.95,68.95,2.2983333333333333
4806-KEXQR,Si,Masculino,No,No,No,4,Si,No,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,79.9,324.3,2.6633333333333336
4807-IZYOZ,No,Femenino,No,No,No,51,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.65,1020.75,0.6883333333333332
4808-YNLEU,No,Femenino,No,Si,No,35,Si,No,DSL,Si,No,No,No,Si,No,Anual,Si,Transferencia bancaria (automática),62.15,2215.45,2.0716666666666668
4811-JBUVU,No,Masculino,No,No,No,30,Si,Si,Fibra óptica,No,No,No,Si,No,Si,Mensual,Si,Tarjeta de crédito (automático),89.9,2723.15,2.996666666666667
4813-HQMGZ,No,Femenino,No,Si,No,8,Si,Si,Fibra óptica,No,No,No,Si,No,Si,Mensual,Si,Cheque electrónico,90.25,743.75,3.0083333333333333
4815-GBTCD,No,Femenino,No,Si,No,4,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,25.15,99.95,0.8383333333333333
4815-TUMEQ,No,Femenino,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Si,Cheque enviado por correo,19.3,185.2,0.6433333333333333
4815-YOSUK,No,Masculino,No,Si,Si,72,Si,Si,Fibra óptica,Si,Si,Si,Si,No,Si,Anual,Si,Tarjeta de crédito (automático),104.9,7537.5,3.496666666666667
4816-JBHOV,Si,Masculino,Si,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,44.7,93.7,1.49
4816-LXZYW,Si,Femenino,No,No,No,23,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Cheque electrónico,79.15,1676.95,2.6383333333333336
4816-OKWNX,No,Masculino,No,Si,Si,50,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automática),103.4,5236.4,3.4466666666666668
4817-KEQSP,No,Femenino,No,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),19.85,1326.35,0.6616666666666667
4817-QRJSX,Si,Femenino,No,No,No,10,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),81.0,818.05,2.7
4817-VYYWS,Si,Femenino,No,No,No,30,Si,Si,Fibra óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electrónico,100.2,2983.8,3.3400000000000003
4818-DRBQT,Si,Masculino,No,Si,No,29,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),80.15,2265.25,2.671666666666667
4818-QIUFN,Si,Femenino,Si,No,No,20,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,79.15,1520.9,2.6383333333333336
4819-HJPIW,No,Masculino,No,No,No,18,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,25.15,476.8,0.8383333333333333
4821-SJHJV,No,Femenino,No,Si,Si,32,Si,Si,Fibra óptica,Si,No,No,No,Si,No,Mensual,No,Cheque electrónico,89.6,2901.8,2.9866666666666664
4821-WQOYN,No,Femenino,No,Si,Si,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Tarjeta de crédito (automático),20.1,1326.25,0.67
4822-LPTYJ,No,Masculino,No,Si,No,72,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Bienal,Si,Transferencia bancaria (automática),103.75,7346.2,3.4583333333333335
4822-NGOCH,Si,Femenino,No,No,No,13,Si,Si,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Cheque electrónico,84.45,1058.6,2.815
4822-RVYBB,Si,Masculino,Si,No,No,8,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,100.6,819.4,3.353333333333333
4822-YCXMX,Si,Masculino,No,No,No,25,Si,Si,Fibra óptica,No,No,No,No,No,Si,Mensual,Si,Cheque electrónico,84.8,2043.45,2.8266666666666667
4824-GUCBY,No,Femenino,Si,No,No,22,Si,No,Fibra óptica,Si,Si,No,No,No,No,Mensual,No,Cheque electrónico,81.7,1820.9,2.7233333333333336
4825-FUREZ,No,Masculino,No,Si,No,42,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque electrónico,20.25,835.5,0.675
4825-XJGDM,No,Femenino,No,No,No,61,No,Sin servicio de teléfono,DSL,Si,Si,Si,Si,No,No,Anual,No,Tarjeta de crédito (automático),43.7,2696.55,1.4566666666666668
4826-DXMUP,No,Masculino,No,No,Si,35,Si,No,DSL,No,No,No,Si,Si,Si,Anual,Si,Cheque enviado por correo,72.1,2495.15,2.4033333333333333
4826-TZEVA,No,Femenino,No,No,No,40,Si,No,Fibra óptica,No,Si,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),74.8,2971.7,2.493333333333333
4826-XTSOH,Si,Masculino,Si,Si,No,1,Si,Si,Fibra óptica,No,No,No,No,Si,No,Mensual,Si,Cheque electrónico,86.05,86.05,2.868333333333333
4827-DPADN,No,Femenino,No,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Bienal,Si,Transferencia bancaria (automática),83.3,6042.7,2.7766666666666664
4827-LTQRJ,No,Femenino,Si,Si,Si,66,Si,Si,Fibra óptica,Si,Si,No,Si,Si,Si,Anual,Si,Tarjeta de crédito (automático),110.6,7210.85,3.6866666666666665
4827-USJHP,No,Masculino,No,No,No,20,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque enviado por correo,51.8,1023.85,1.7266666666666666
4828-FAZPK,No,Femenino,No,Si,Si,16,Si,Si,Fibra óptica,No,Si,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),79.95,1267.95,2.665
4829-AUOAX,Si,Femenino,No,No,No,46,Si,Si,Fibra óptica,No,No,No,No,Si,Si,Mensual,No,Transferencia bancaria (automática),96.05,4399.5,3.2016666666666667
4829-ZLJTK,No,Femenino,Si,Si,No,72,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Bienal,Si,Cheque electrónico,112.4,8046.85,3.746666666666667
4830-FAXFM,No,Masculino,No,No,Si,19,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Tarjeta de crédito (automático),24.1,439.2,0.8033333333333333
4831-EOBFE,Si,Masculino,No,Si,Si,29,Si,No,Fibra óptica,Si,No,No,No,Si,Si,Mensual,No,Tarjeta de crédito (automático),94.65,2649.15,3.1550000000000002
4832-VRBMR,No,Masculino,Si,Si,No,65,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Anual,Si,Transferencia bancaria (automática),103.15,6792.45,3.4383333333333335
4833-QTJNO,No,Masculino,Si,Si,No,67,Si,Si,Fibra óptica,Si,Si,No,No,No,No,Mensual,No,Transferencia bancaria (automática),83.85,5588.8,2.795
4835-YSJMR,No,Masculino,No,No,No,39,Si,No,DSL,No,No,No,Si,No,No,Bienal,Si,Transferencia bancaria (automática),49.8,1971.15,1.66
4836-WNFNO,No,Femenino,No,Si,No,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.0,1849.2,0.8333333333333334
4837-PZTIC,No,Femenino,No,No,No,47,No,Sin servicio de teléfono,DSL,Si,No,Si,Si,No,No,Bienal,No,Cheque enviado por correo,41.9,1875.25,1.3966666666666667
4837-QUSFT,No,Femenino,No,Si,No,65,Si,Si,Fibra óptica,Si,Si,No,Si,Si,No,Anual,Si,Transferencia bancaria (automática),100.15,6643.5,3.3383333333333334
4840-ORQXB,No,Femenino,Si,No,No,56,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Mensual,No,Cheque electrónico,104.75,5841.35,3.4916666666666667
4844-JJWUY,Si,Femenino,Si,No,No,1,Si,No,Fibra óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque electrónico,86.0,86.0,2.8666666666666667
4846-WHAFZ,Si,Femenino,Si,Si,No,37,Si,Si,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,76.5,2868.15,2.55
4847-QNOKA,Si,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),44.9,44.9,1.4966666666666666
4847-TAJYI,No,Femenino,Si,No,No,6,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,89.35,567.8,2.978333333333333
4849-PYRLQ,No,Femenino,Si,No,No,56,Si,Si,DSL,Si,No,Si,Si,No,Si,Bienal,No,Transferencia bancaria (automática),73.25,4054.2,2.441666666666667
4851-BQDNX,No,Masculino,No,Si,Si,40,Si,No,Fibra óptica,No,No,Si,No,Si,No,Anual,Si,Cheque electrónico,85.05,3355.65,2.835
4853-OITSN,No,Masculino,No,Si,No,5,Si,Si,Fibra óptica,Si,No,No,No,No,Si,Mensual,Si,Cheque electrónico,89.15,413.25,2.9716666666666667
4853-RULSV,Si,Masculino,No,No,No,70,Si,Si,Fibra óptica,Si,No,No,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),104.0,7250.15,3.466666666666667
4854-CIDCF,No,Femenino,Si,No,No,3,Si,No,Fibra óptica,No,No,Si,No,No,No,Mensual,No,Cheque electrónico,73.85,196.4,2.4616666666666664
4854-SSLTN,No,Masculino,No,Si,Si,2,Si,No,DSL,Si,Si,No,Si,No,No,Bienal,No,Cheque enviado por correo,59.5,130.5,1.9833333333333334
4855-SNKMY,Si,Femenino,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,44.1,44.1,1.47
4859-ZSRDZ,No,Femenino,No,Si,Si,58,No,Sin servicio de teléfono,DSL,No,No,Si,Si,Si,Si,Bienal,Si,Tarjeta de crédito (automático),55.5,3166.9,1.85
4860-IJUDE,No,Masculino,No,No,No,13,Si,No,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automático),73.75,956.65,2.4583333333333335
4860-YZGZM,No,Masculino,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,20.0,185.4,0.6666666666666666
4868-AADLV,No,Masculino,Si,Si,Si,66,Si,Si,Fibra óptica,Si,Si,Si,Si,Si,Si,Anual,Si,Cheque electrónico,116.25,7862.25,3.875
4869-EPIUS,No,Masculino,No,Si,No,56,Si,No,Fibra óptica,No,No,No,No,No,Si,Anual,Si,Cheque electrónico,80.9,4557.5,2.6966666666666668
4871-JTKJF,Si,Femenino,Si,No,No,1,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,69.65,69.65,2.3216666666666668
4872-JCVCA,No,Femenino,No,Si,No,71,No,Sin servicio de teléfono,DSL,Si,Si,Si,Si,No,No,Bienal,Si,Transferencia bancaria (automática),47.6,3377.8,1.5866666666666667
4872-VXRIL,No,Masculino,No,No,No,56,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,Si,Transferencia bancaria (automática),64.65,3665.55,2.1550000000000002
4873-ILOLJ,Si,Masculino,No,No,No,24,Si,No,Fibra óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque electrónico,90.35,2238.5,3.0116666666666663
4877-EVATK,Si,Masculino,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.0,20.0,0.6666666666666666
4877-TSOFF,No,Femenino,No,Si,Si,55,Si,Si,DSL,Si,Si,No,Si,No,Si,Anual,Si,Transferencia bancaria (automática),75.75,4264.25,2.525
4878-BUNFV,No,Masculino,No,Si,Si,42,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,20.7,828.85,0.69
4879-GZLFH,No,Femenino,No,Si,Si,42,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,92.15,3875.4,3.0716666666666668
4881-GQJTW,No,Masculino,No,No,No,14,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),19.6,300.4,0.6533333333333334
4881-JVQOD,No,Masculino,Si,Si,Si,10,No,Sin servicio de teléfono,DSL,No,No,No,No,No,Si,Mensual,Si,Transferencia bancaria (automática),34.55,362.6,1.1516666666666666
4883-KCPZJ,No,Femenino,No,Si,Si,22,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.25,555.4,0.8416666666666667
4883-QICIH,Si,Masculino,No,Si,Si,32,Si,No,Fibra óptica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automática),69.75,2347.9,2.325
4884-LEVMQ,No,Masculino,No,Si,No,39,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Si,Transferencia bancaria (automática),20.45,790.0,0.6816666666666666
4884-TVUQF,No,Femenino,Si,No,No,57,Si,Si,Fibra óptica,Si,No,Si,Si,No,Si,Bienal,No,Tarjeta de crédito (automático),101.3,5779.6,3.3766666666666665
